,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,costfor2,type
1099,1,0,3.9,49,3,13,1977,333,600.0,2
1100,1,0,3.7,184,0,62,4224,863,400.0,2
1101,1,1,3.6,225,3,20,1255,287,700.0,2
1104,1,0,4.0,35,0,32,2742,780,300.0,2
1107,1,0,4.0,869,0,29,4829,251,500.0,2
1109,1,0,4.0,153,28,62,4441,1647,200.0,2
1110,1,0,3.7,139,3,62,2700,1275,400.0,2
1113,1,0,3.7,181,3,29,265,283,500.0,2
1114,1,0,3.9,669,0,20,2602,1163,500.0,2
1115,1,0,3.7,168,3,62,4789,1116,600.0,2
1118,1,0,3.8,170,3,62,812,1263,250.0,2
1119,1,0,4.0,112,28,62,943,1659,200.0,2
1121,1,0,3.8,58,0,62,3104,204,300.0,2
1124,1,0,4.0,167,30,62,5028,1599,400.0,2
1127,1,0,3.9,85,28,62,4930,1500,300.0,2
1128,1,0,2.6,473,0,62,3793,1008,600.0,2
1131,1,0,3.7,217,28,20,2755,1431,500.0,2
1133,1,0,3.6,192,0,29,1224,923,450.0,2
1135,1,1,4.2,611,0,21,286,141,1500.0,2
1139,1,0,4.0,166,3,29,979,1475,750.0,2
1140,1,0,4.1,46,28,13,3697,503,600.0,2
1143,1,1,4.4,2233,3,21,3843,748,1200.0,2
1144,1,0,4.0,107,0,62,3535,1163,300.0,2
1145,1,0,4.2,306,0,29,60,1051,600.0,2
1148,1,1,3.8,756,28,20,2622,1163,1000.0,2
1151,1,1,4.4,4309,28,52,4012,627,1600.0,2
1152,1,0,4.0,212,3,62,3500,1163,400.0,2
1153,1,0,2.9,153,3,62,2838,198,600.0,2
1154,1,0,4.0,827,0,20,815,1500,500.0,2
1156,1,0,4.0,256,3,62,613,323,500.0,2
1158,1,0,3.9,40,3,41,5133,443,400.0,2
1159,1,0,3.9,73,3,72,4032,1588,400.0,2
1160,1,0,4.2,169,28,13,5141,362,600.0,2
1162,1,0,4.1,586,28,20,2941,560,700.0,2
1163,1,0,3.5,221,0,70,861,1126,400.0,2
1165,1,0,3.5,177,0,62,2111,204,500.0,2
1166,1,0,3.9,347,28,20,3256,611,600.0,2
1167,1,0,3.0,347,3,62,3859,1484,800.0,2
1168,1,0,3.9,385,28,62,5008,1486,600.0,2
1171,1,0,4.0,1305,28,20,2133,627,750.0,2
1172,1,0,3.0,122,3,20,3197,611,500.0,2
1177,1,0,4.3,539,28,62,3227,619,300.0,2
1179,1,1,3.9,681,3,20,1498,1281,800.0,2
1181,1,0,3.8,106,28,29,3088,307,350.0,2
1182,1,1,4.1,1025,3,20,1263,1163,1000.0,2
1185,1,0,3.6,132,3,12,2250,1662,250.0,2
1187,1,0,4.2,289,3,62,515,6,400.0,2
1188,1,0,3.9,407,28,20,2582,1203,500.0,2
1190,1,0,3.9,201,3,62,3492,1203,250.0,2
1192,1,0,3.7,37,3,13,4976,360,400.0,2
1193,1,0,4.1,203,28,65,617,367,650.0,2
1194,1,0,3.1,320,28,20,2063,1391,600.0,2
1195,1,1,3.8,257,3,20,2080,73,800.0,2
1201,1,0,3.8,46,28,62,3862,1475,450.0,2
1203,1,0,3.9,102,3,13,709,353,450.0,2
1204,1,1,4.2,237,28,22,551,350,600.0,2
1205,1,0,3.7,108,3,62,4623,1090,600.0,2
1206,1,0,3.9,34,28,20,4576,1097,750.0,2
1210,1,0,3.2,144,3,62,992,1225,350.0,2
1213,1,1,4.2,1028,28,21,4615,616,1100.0,2
1214,1,0,3.8,84,3,29,1064,38,600.0,2
1222,1,0,4.0,181,28,20,1954,1221,550.0,2
1224,1,0,4.0,128,0,30,2423,955,230.0,2
1225,1,0,3.8,171,28,62,19,1163,250.0,2
1230,1,0,3.9,200,28,62,4631,1093,400.0,2
1232,1,0,3.0,114,3,20,3259,522,1000.0,2
1240,1,0,3.8,146,28,20,1192,522,600.0,2
1245,1,0,4.2,248,0,32,4973,211,500.0,2
1249,1,1,4.1,583,28,21,4742,690,1200.0,2
1250,1,0,3.7,42,28,62,3999,1203,500.0,2
1253,1,0,3.7,171,3,13,1605,333,300.0,2
1258,1,0,3.7,79,28,62,524,831,500.0,2
1261,1,0,3.7,46,28,13,2042,319,450.0,2
1268,0,0,4.2,1278,3,20,41,43,800.0,2
1269,1,0,3.4,276,0,66,887,1465,250.0,2
1272,1,0,3.1,64,28,20,3036,1564,750.0,2
1273,1,0,4.0,69,0,30,5137,778,300.0,2
1274,1,0,3.7,288,46,62,3462,1203,500.0,2
1276,1,0,4.3,676,3,45,2652,777,500.0,2
1277,1,0,4.1,140,28,62,5045,1557,100.0,2
1278,1,0,4.0,65,28,9,4971,218,600.0,2
1281,1,1,4.1,448,28,20,744,697,700.0,2
1282,1,0,4.0,203,0,14,4866,351,500.0,2
1294,1,0,3.1,166,3,62,984,1226,600.0,2
1296,1,1,4.1,1320,28,20,1925,1229,1200.0,2
1304,1,0,4.0,116,28,20,2711,606,400.0,2
1308,1,0,4.4,288,3,12,1253,218,400.0,2
1309,1,0,2.7,85,28,13,3876,497,500.0,2
1314,1,0,3.9,124,0,62,4315,1203,400.0,2
1315,1,0,3.6,323,3,41,3620,1486,800.0,2
1318,1,0,3.7,51,3,62,4,1163,300.0,2
1319,1,0,4.2,229,28,20,3765,1303,1000.0,2
1322,1,0,2.8,102,3,62,4312,1203,350.0,2
1323,1,0,4.0,76,28,62,4657,1029,150.0,2
1326,1,0,3.9,42,28,30,4057,822,250.0,2
1328,1,0,3.9,239,28,30,1751,794,500.0,2
1340,1,0,3.7,55,28,62,1673,1630,200.0,2
1345,1,0,3.9,178,28,30,5170,772,400.0,2
1352,1,0,3.4,224,3,62,85,1065,400.0,2
1356,1,0,3.9,199,0,62,3989,1461,300.0,2
1365,1,1,4.0,1010,28,58,233,887,1300.0,2
1367,1,1,3.8,72,28,62,1143,1506,400.0,2
1372,0,1,4.1,1000,3,21,1166,50,800.0,2
1379,1,0,3.8,613,0,13,3703,473,600.0,2
1388,1,0,2.9,42,0,62,2810,1440,250.0,2
1390,1,0,3.7,194,0,62,3485,1163,400.0,2
1395,0,0,4.3,423,3,30,1308,962,150.0,2
1396,1,0,3.7,158,30,20,4330,252,700.0,2
1398,1,1,4.1,1403,28,26,1545,1303,1100.0,2
1404,1,0,3.9,153,28,41,455,428,400.0,2
1405,1,1,2.9,90,3,20,3,1458,800.0,2
1409,1,0,3.1,140,0,20,1934,1189,600.0,2
1410,1,0,4.1,463,0,13,1693,345,500.0,2
1412,1,0,4.2,384,3,72,1364,1475,600.0,2
1420,0,0,4.0,177,3,62,4156,1118,400.0,2
1422,1,0,3.6,70,0,62,4810,1255,350.0,2
1423,1,1,4.0,790,28,20,1628,698,1300.0,2
1426,1,0,3.9,92,28,62,1703,1612,300.0,2
1427,0,0,4.1,131,3,69,1387,1128,400.0,2
1430,1,0,3.8,89,28,30,2680,963,400.0,2
1432,1,0,3.0,57,30,62,2578,1336,400.0,2
1433,1,0,3.8,92,3,41,1236,676,1100.0,2
1438,1,0,3.0,57,28,20,4176,606,650.0,2
1444,1,0,4.3,133,28,29,1783,181,300.0,2
1445,0,0,4.0,164,3,0,4443,774,250.0,2
1446,1,0,3.9,161,28,29,353,1216,500.0,2
1456,1,0,4.0,308,30,13,1606,389,750.0,2
1459,1,0,2.6,208,28,20,1805,604,650.0,2
1464,1,0,3.4,116,3,20,4908,1431,400.0,2
1465,1,0,2.7,48,3,65,4978,551,650.0,2
1466,1,0,3.7,127,28,13,3905,468,700.0,2
1471,1,1,3.9,727,28,13,1707,417,800.0,2
1473,0,0,3.9,125,3,13,4342,447,500.0,2
1474,1,0,2.6,170,3,20,1406,984,600.0,2
1476,0,0,3.8,89,3,20,4801,1203,550.0,2
1477,1,0,4.0,507,28,19,1187,461,1000.0,2
1480,1,0,3.8,254,0,20,4723,522,550.0,2
1491,1,0,2.8,334,3,20,391,1203,500.0,2
1494,0,0,3.8,69,3,14,1648,351,700.0,2
1502,1,1,4.1,842,28,21,1470,1556,1100.0,2
1504,1,0,4.0,88,28,0,1799,181,500.0,2
1505,1,0,3.5,283,0,62,5088,207,350.0,2
1509,1,1,4.1,293,28,20,2530,944,500.0,2
1515,0,0,2.9,106,3,20,265,1203,450.0,2
1517,1,0,3.0,61,0,13,1728,333,650.0,2
1519,0,0,2.8,80,3,20,1933,46,650.0,2
1522,1,1,4.0,347,28,20,4804,1302,1000.0,2
1525,1,0,3.4,186,3,20,3751,1608,450.0,2
1529,0,0,4.0,93,3,72,1798,181,800.0,2
1532,0,0,2.4,183,3,29,2620,1163,450.0,2
1543,0,0,2.9,85,3,62,2761,1625,250.0,2
1548,0,0,3.4,66,3,20,381,592,800.0,2
1560,0,0,2.9,58,3,62,3197,204,250.0,2
1562,0,0,3.6,162,3,20,4213,1203,500.0,2
1563,0,0,2.7,67,3,41,1389,1461,300.0,2
1570,0,0,2.2,90,3,20,3290,1203,750.0,2
1573,0,0,2.4,96,3,20,802,1299,500.0,2
1642,1,0,4.0,101,3,20,434,1085,500.0,2
1643,1,1,3.8,560,28,20,3783,1163,800.0,2
1644,1,0,3.7,243,28,20,809,287,450.0,2
1646,1,0,3.2,148,3,62,4853,1557,250.0,2
1647,0,0,2.3,291,3,20,1674,1610,250.0,2
1649,1,1,3.9,1337,3,46,1583,7,1700.0,2
1654,0,0,4.0,65,3,30,3427,962,200.0,2
1664,1,0,3.6,43,28,20,4799,585,600.0,2
1667,1,0,3.7,46,0,20,2696,1163,400.0,2
1671,1,0,3.7,46,0,30,2000,966,150.0,2
1672,1,0,3.7,117,28,62,1862,1163,150.0,2
1673,1,1,4.4,2487,3,57,2171,1350,900.0,2
1676,1,0,3.2,66,3,20,4045,1203,600.0,2
1682,0,1,4.1,1187,28,26,1022,985,1200.0,2
1685,0,0,4.3,353,28,20,3294,1424,1200.0,2
1694,0,1,4.2,1212,28,20,2523,1500,1200.0,2
1695,1,0,3.7,115,0,20,4953,567,550.0,2
1696,1,0,4.1,952,28,20,2059,1624,400.0,2
1700,0,0,3.8,915,28,20,2232,1163,600.0,2
1701,1,0,3.7,135,0,20,4658,1203,500.0,2
1702,0,1,4.1,466,28,20,3008,1070,700.0,2
1704,0,0,3.8,115,28,62,279,1216,350.0,2
1705,0,0,3.9,61,28,72,1077,1058,400.0,2
1708,0,0,3.9,86,28,30,2862,955,250.0,2
1710,0,0,4.0,193,28,20,1003,1565,500.0,2
1714,0,0,3.8,82,28,47,1568,1482,1000.0,2
1721,0,0,3.9,115,28,62,5049,1557,200.0,2
1722,0,0,3.7,28,0,20,265,1203,500.0,2
1723,0,0,3.2,63,28,3,3698,191,600.0,2
1728,0,0,3.1,44,0,29,435,1203,500.0,2
1735,0,0,3.5,65,28,20,2384,1428,750.0,2
1736,0,0,2.7,76,0,62,340,1203,500.0,2
1737,0,0,2.6,75,0,62,5017,1447,400.0,2
1739,0,0,3.0,55,28,20,44,65,800.0,2
1753,0,0,3.7,48,28,20,2449,1342,800.0,2
1754,0,0,2.9,39,28,72,501,862,500.0,2
1798,1,0,3.9,193,28,20,2461,1599,400.0,2
1799,1,0,3.9,63,3,62,609,1497,200.0,2
1815,1,0,3.8,186,28,13,136,340,500.0,2
1816,1,0,3.3,28,3,72,326,283,400.0,2
1832,0,0,4.3,423,3,30,1308,962,150.0,3
1833,0,0,4.0,102,3,0,953,175,400.0,3
1834,0,0,4.1,131,3,69,1387,1128,400.0,3
1835,0,0,4.0,164,3,0,4443,774,250.0,3
1836,1,0,3.9,102,3,13,709,353,450.0,3
1838,1,0,3.9,70,3,30,1352,772,350.0,3
1839,1,0,3.9,188,3,30,4506,965,400.0,3
1840,0,0,3.8,46,3,35,1760,967,300.0,3
1841,1,0,4.4,677,3,45,2652,777,500.0,3
1842,1,0,3.9,40,3,41,5133,443,400.0,3
1843,1,0,3.9,99,3,30,453,962,400.0,3
1844,0,0,4.0,93,3,72,1798,181,800.0,3
1846,0,0,3.8,69,3,14,1648,351,700.0,3
1862,1,0,4.1,41,3,29,962,181,500.0,3
1903,0,0,4.0,65,3,30,3427,962,200.0,3
1904,1,1,4.1,448,28,20,744,697,700.0,3
1905,1,0,4.1,46,28,13,3697,503,600.0,3
1907,1,0,4.3,132,28,29,1783,181,300.0,3
1909,1,0,4.1,237,28,30,4247,796,500.0,3
1910,1,0,3.9,239,28,30,1751,794,500.0,3
1911,0,0,4.1,521,28,13,3951,405,550.0,3
1915,0,0,4.0,319,28,30,3323,778,500.0,3
1917,1,0,3.8,89,28,30,2680,963,400.0,3
1918,0,0,3.2,63,28,3,3698,191,600.0,3
1922,0,0,2.9,231,28,30,3701,798,800.0,3
1940,1,0,4.5,1179,0,29,2328,936,500.0,3
1948,1,0,3.6,796,3,20,2378,287,550.0,4
1949,1,1,3.8,500,3,20,379,1446,1000.0,4
1950,1,1,3.9,681,3,20,1498,1281,800.0,4
1951,1,0,3.8,207,3,20,1057,238,700.0,4
1952,1,0,4.0,532,3,20,1075,612,800.0,4
1956,1,0,4.2,421,3,20,1198,606,700.0,4
1957,1,0,3.9,319,3,20,1134,1203,650.0,4
1958,1,1,4.1,1025,3,20,1263,1163,1000.0,4
1959,1,1,3.6,225,3,20,1255,287,700.0,4
1960,0,1,4.0,200,3,13,2906,384,700.0,4
1961,1,1,4.0,739,3,20,989,297,800.0,4
1962,0,0,3.8,149,3,20,2477,1064,400.0,4
1963,1,0,3.9,102,3,13,709,353,450.0,4
1964,1,0,3.7,110,3,20,2641,43,800.0,4
1966,1,0,3.7,171,3,13,1605,333,300.0,4
1967,1,0,3.7,37,3,13,4976,360,400.0,4
1974,1,1,3.9,1227,3,20,4671,116,900.0,4
1976,0,0,3.9,124,3,13,4342,447,500.0,4
1977,1,0,2.8,335,3,20,391,1203,500.0,4
1978,1,0,3.9,49,3,13,1977,333,600.0,4
1980,0,0,3.8,89,3,20,4801,1203,550.0,4
1981,1,0,2.7,425,3,20,2018,1607,400.0,4
1982,1,0,4.0,101,3,20,434,1085,500.0,4
1983,1,0,3.2,133,3,20,4088,1216,500.0,4
1985,0,0,2.7,160,3,20,1403,606,850.0,4
1987,1,0,3.4,186,3,20,3751,1608,450.0,4
1988,0,0,3.8,69,3,14,1648,351,700.0,4
1992,0,0,3.7,311,3,20,295,1362,400.0,4
1994,1,0,4.4,288,3,12,1253,218,400.0,4
1995,1,1,3.5,551,3,20,2487,1243,600.0,4
1996,1,0,3.0,122,3,20,3197,611,500.0,4
2000,0,0,2.9,106,3,20,265,1203,450.0,4
2001,0,1,2.9,200,3,20,2717,604,1000.0,4
2002,1,0,3.2,66,3,20,4045,1203,600.0,4
2003,0,0,2.8,80,3,20,1933,46,650.0,4
2013,1,0,2.6,170,3,20,1406,984,600.0,4
2017,0,0,3.4,66,3,20,381,592,800.0,4
2022,0,0,3.6,162,3,20,4213,1203,500.0,4
2025,1,1,2.9,90,3,20,3,1458,800.0,4
2028,0,0,2.2,90,3,20,3290,1203,750.0,4
2030,0,0,2.4,96,3,20,802,1299,500.0,4
2041,1,0,3.4,116,3,20,4908,1431,400.0,4
2042,1,0,3.6,132,3,12,2250,1662,250.0,4
2046,1,0,3.8,55,3,62,2783,1599,300.0,4
2047,1,0,3.0,114,3,20,3259,522,1000.0,4
2048,0,0,2.3,291,3,20,1674,1610,250.0,4
2050,1,1,3.8,257,3,20,2080,73,800.0,4
2052,1,0,4.0,398,3,62,3735,1599,400.0,4
2054,0,0,4.0,177,3,62,4156,1118,400.0,4
2056,1,0,4.0,256,3,62,613,323,500.0,4
2057,1,0,3.9,78,3,62,1381,1163,400.0,4
2058,1,0,3.8,312,3,62,1848,1163,400.0,4
2060,1,0,3.7,168,3,62,4789,1116,600.0,4
2061,0,0,4.1,315,3,62,921,1329,500.0,4
2063,1,0,3.7,108,3,62,4623,1090,600.0,4
2064,1,0,3.7,314,3,62,3941,1484,800.0,4
2065,1,0,3.9,188,3,30,4506,965,400.0,4
2066,1,0,3.7,139,3,62,2700,1275,400.0,4
2069,1,0,3.8,472,3,62,735,324,600.0,4
2071,1,0,3.8,369,3,62,4158,323,400.0,4
2072,0,0,3.9,197,3,62,5043,1557,150.0,4
2073,0,0,3.8,46,3,35,1760,967,300.0,4
2075,0,0,3.3,50,3,41,3263,522,400.0,4
2077,1,0,3.9,201,3,62,3492,1203,250.0,4
2083,1,0,4.2,289,3,62,515,6,400.0,4
2085,1,0,3.2,144,3,62,992,1225,350.0,4
2086,1,0,3.4,224,3,62,85,1065,400.0,4
2091,1,0,3.1,166,3,62,984,1226,600.0,4
2092,1,0,3.2,167,3,62,4339,1517,600.0,4
2096,1,0,4.0,597,3,62,3495,1163,400.0,4
2099,1,0,3.8,56,3,62,1083,301,500.0,4
2113,1,0,3.6,137,3,62,2157,84,300.0,4
2114,1,0,3.9,114,3,62,1277,1197,500.0,4
2116,1,0,3.9,75,3,62,886,1461,200.0,4
2120,1,0,3.2,148,3,62,4853,1557,250.0,4
2121,1,0,2.4,204,3,62,3867,1475,750.0,4
2123,1,0,2.9,153,3,62,2838,198,600.0,4
2124,1,0,3.9,63,3,62,609,1497,200.0,4
2125,1,0,2.7,48,3,65,4978,551,650.0,4
2127,1,0,3.8,170,3,62,812,1263,250.0,4
2130,1,0,3.8,92,3,41,1236,676,1100.0,4
2132,1,0,2.8,102,3,62,4312,1203,350.0,4
2136,0,0,3.5,56,3,62,2781,1597,400.0,4
2147,0,0,2.9,85,3,62,2761,1625,250.0,4
2163,0,0,2.9,58,3,62,3197,204,250.0,4
2172,1,0,3.7,51,3,62,4,1163,300.0,4
2211,1,0,4.0,212,3,62,3500,1163,400.0,4
2220,1,0,3.8,182,3,41,760,1188,600.0,4
2222,1,0,2.4,158,3,62,12,1203,300.0,4
2232,1,0,3.6,323,3,41,3620,1486,800.0,4
2234,1,0,3.1,175,3,62,265,42,250.0,4
2239,0,1,3.700511687126141,0,28,54,199,759,1400.0,4
2240,0,1,3.700511687126141,0,28,54,5203,907,1500.0,4
2241,0,0,4.5,2781,28,21,2874,1177,1200.0,4
2242,0,1,4.7,3844,28,20,2676,1332,1600.0,4
2243,0,0,4.3,353,28,20,3294,1424,1200.0,4
2244,1,1,4.4,4312,28,52,4012,627,1600.0,4
2245,0,1,4.3,1196,28,5,1566,808,1500.0,4
2246,0,1,4.6,311,28,20,4818,1445,1300.0,4
2247,0,1,4.2,1212,28,20,2523,1500,1200.0,4
2248,0,1,4.1,1235,28,20,844,1431,800.0,4
2249,0,1,3.9,1763,28,4,1433,905,1300.0,4
2250,1,0,3.700511687126141,0,28,20,984,1382,600.0,4
2251,1,1,4.1,1538,28,20,2371,165,1000.0,4
2252,1,0,4.1,954,28,20,2059,1624,400.0,4
2253,1,1,4.1,585,28,21,4742,690,1200.0,4
2254,1,0,4.2,374,28,20,3366,267,750.0,4
2255,1,1,4.2,1028,28,21,4615,616,1100.0,4
2256,1,1,4.1,448,28,20,744,697,700.0,4
2257,0,1,4.1,1187,28,26,1022,985,1200.0,4
2258,0,1,3.700511687126141,0,28,20,4709,672,800.0,4
2259,1,0,4.0,180,28,20,1954,1221,550.0,4
2260,1,1,4.0,1010,28,58,233,887,1300.0,4
2262,1,0,4.2,230,28,20,3765,1303,1000.0,4
2264,1,1,4.1,842,28,21,1470,1556,1100.0,4
2265,1,1,4.1,1320,28,20,1925,1229,1200.0,4
2266,1,1,4.0,790,28,20,1628,698,1300.0,4
2267,0,0,3.8,915,28,20,2232,1163,600.0,4
2268,1,1,3.8,756,28,20,2622,1163,1000.0,4
2269,1,0,3.9,34,28,20,4576,1097,750.0,4
2270,1,1,4.0,347,28,20,4804,1302,1000.0,4
2271,1,1,4.1,293,28,20,2530,944,500.0,4
2272,1,0,3.9,347,28,20,3256,611,600.0,4
2273,1,0,4.1,587,28,20,2941,560,700.0,4
2274,1,0,4.0,1306,28,20,2133,627,750.0,4
2275,0,1,4.1,466,28,20,3008,1070,700.0,4
2276,0,0,4.0,129,28,62,3371,1599,300.0,4
2277,1,0,3.7,217,28,20,2755,1431,500.0,4
2278,0,0,3.8,115,28,62,279,1216,350.0,4
2279,0,0,3.8,59,28,20,4309,1431,400.0,4
2280,0,0,3.7,535,28,20,3410,1311,950.0,4
2281,0,0,3.8,228,28,62,1159,1257,400.0,4
2282,1,0,3.9,178,28,20,1736,1599,450.0,4
2283,1,1,3.9,727,28,13,1707,417,800.0,4
2284,1,0,3.7,243,28,20,809,287,450.0,4
2287,0,0,4.1,521,28,13,3951,405,550.0,4
2288,0,0,2.9,51,28,20,3540,1461,600.0,4
2292,1,1,4.4,4381,28,22,982,1478,600.0,4
2293,0,0,4.0,193,28,20,1003,1565,500.0,4
2294,0,0,3.8,177,28,62,4024,1373,400.0,4
2295,0,1,3.9,165,28,20,2147,1602,1000.0,4
2296,0,0,3.4,97,28,21,2653,1569,1100.0,4
2297,1,0,3.7,132,28,13,3987,505,400.0,4
2298,0,0,3.8,82,28,47,1568,1482,1000.0,4
2300,1,0,3.9,407,28,20,2582,1203,500.0,4
2301,1,0,3.8,46,28,13,2042,319,450.0,4
2304,0,0,3.3,177,28,20,865,1229,950.0,4
2307,1,0,3.8,146,28,20,1192,522,600.0,4
2311,1,0,3.1,320,28,20,2063,1391,600.0,4
2315,0,0,3.4,48,28,13,1714,437,550.0,4
2317,0,0,2.3,175,28,20,4086,1163,450.0,4
2319,1,0,3.1,64,28,20,3036,1564,750.0,4
2320,0,0,3.5,65,28,20,2384,1428,750.0,4
2323,0,0,3.0,55,28,20,44,65,800.0,4
2328,0,0,3.7,48,28,20,2449,1342,800.0,4
2329,1,0,3.0,57,28,20,4176,606,650.0,4
2337,1,0,3.7,127,28,13,3905,468,700.0,4
2339,1,0,2.5,321,28,62,4677,1248,400.0,4
2342,1,0,3.9,92,28,62,1703,1612,300.0,4
2345,0,0,3.9,115,28,62,5049,1557,200.0,4
2346,1,0,3.9,386,28,62,5008,1486,600.0,4
2347,1,0,3.3,212,28,62,336,237,350.0,4
2350,0,0,2.9,231,28,30,3701,798,800.0,4
2391,1,0,3.9,62,28,62,2141,325,300.0,4
2393,1,1,4.1,612,0,21,286,141,1500.0,4
2394,1,0,4.0,827,0,20,815,1500,500.0,4
2396,1,0,3.9,362,0,20,2627,1163,600.0,4
2397,1,0,3.7,135,0,20,4658,1203,500.0,4
2398,1,0,4.0,244,0,62,4062,203,400.0,4
2399,1,0,3.0,102,0,20,4894,1599,600.0,4
2401,1,0,3.7,115,0,20,4953,567,550.0,4
2402,1,0,4.2,465,0,62,2666,1186,300.0,4
2404,1,0,3.9,173,0,62,4115,1471,250.0,4
2407,1,0,4.1,83,0,62,24,861,400.0,4
2411,1,0,4.0,107,0,62,3535,1163,300.0,4
2417,0,0,3.7,28,0,20,265,1203,500.0,4
2419,1,0,3.7,194,0,62,3485,1163,400.0,4
2437,0,0,2.7,76,0,62,340,1203,500.0,4
2438,0,0,2.6,75,0,62,5017,1447,400.0,4
2445,1,0,2.9,126,0,62,2566,567,300.0,4
2459,1,0,3.9,435,0,20,2493,198,650.0,4
2460,1,0,2.9,255,0,62,3566,1163,250.0,4
2462,0,1,3.700511687126141,0,28,54,5203,907,1500.0,5
2463,0,1,3.700511687126141,0,28,54,199,759,1400.0,5
2464,1,1,4.4,2488,3,57,2171,1350,900.0,5
2465,1,1,4.4,2237,3,21,3843,748,1200.0,5
2466,1,1,3.9,1337,3,46,1583,7,1700.0,5
2467,1,1,3.9,681,3,20,1498,1281,800.0,5
2469,0,0,4.5,2781,28,21,2874,1177,1200.0,5
2470,1,1,4.4,4312,28,52,4012,627,1600.0,5
2471,0,1,3.9,1763,28,4,1433,905,1300.0,5
2472,1,1,4.1,585,28,21,4742,690,1200.0,5
2473,0,1,4.1,1187,28,26,1022,985,1200.0,5
2474,1,1,4.0,1010,28,58,233,887,1300.0,5
2475,1,1,4.1,842,28,21,1470,1556,1100.0,5
2476,0,0,3.4,97,28,21,2653,1569,1100.0,5
2479,1,1,4.1,612,0,21,286,141,1500.0,5
2480,1,1,4.2,2022,30,20,5057,1424,1000.0,0
2481,0,1,3.700511687126141,0,30,20,2,548,700.0,0
2482,0,0,3.8,166,4,20,3435,1414,600.0,0
2483,1,0,3.8,286,4,20,3316,1163,600.0,0
2485,0,1,4.1,2303,30,20,3333,1203,950.0,0
2486,1,1,4.1,2339,30,20,5067,1213,1500.0,0
2487,1,0,4.4,4884,30,20,1250,1409,750.0,0
2488,1,1,4.1,775,1,20,3628,1393,800.0,0
2490,1,0,3.8,918,1,16,1409,485,800.0,0
2491,1,0,3.8,74,85,20,2140,674,1000.0,0
2492,1,0,4.1,139,30,20,4311,1284,550.0,0
2493,0,1,3.8,176,30,20,3045,1165,1350.0,0
2494,1,1,3.8,584,30,20,4729,1388,1200.0,0
2495,0,1,4.3,633,30,16,4896,414,800.0,1
2496,0,1,4.1,102,30,13,3661,380,800.0,1
2497,1,1,4.6,1755,4,22,141,1478,600.0,1
2498,1,0,3.9,240,4,13,2150,333,700.0,1
2499,0,0,3.8,148,4,22,3562,1201,550.0,1
2500,1,0,4.0,219,4,13,3858,456,600.0,1
2501,1,0,4.1,216,4,13,3644,392,500.0,1
2502,1,0,3.7,514,4,13,3903,459,600.0,1
2503,1,0,3.4,58,4,13,2687,437,400.0,1
2505,1,1,4.3,1252,30,22,3027,928,800.0,1
2506,0,0,4.2,704,30,13,1651,333,500.0,1
2507,1,0,4.1,796,30,13,3897,438,400.0,1
2508,0,1,4.2,731,30,13,3964,394,800.0,1
2510,0,0,4.2,223,30,13,541,502,800.0,1
2511,0,0,4.1,707,30,13,2372,446,850.0,1
2512,1,0,4.2,261,30,13,4523,390,700.0,1
2513,1,1,4.2,150,1,13,2905,463,600.0,1
2514,1,1,4.2,1901,30,13,3709,424,800.0,1
2515,1,0,4.0,324,1,13,3882,463,700.0,1
2516,1,0,4.6,228,30,13,3893,360,400.0,1
2517,1,0,4.2,504,1,13,5182,486,550.0,1
2518,1,0,4.1,130,30,13,3926,474,650.0,1
2519,0,0,4.1,108,30,13,1605,428,700.0,1
2520,1,0,3.8,918,1,16,1409,485,800.0,1
2521,1,0,3.8,90,1,13,2180,333,650.0,1
2524,1,0,3.8,144,1,13,3624,534,700.0,1
2525,0,0,3.8,46,30,13,1655,333,400.0,1
2527,0,0,4.0,62,30,13,4308,333,150.0,1
2528,1,1,3.9,291,30,13,636,369,650.0,1
2529,0,0,3.2,59,30,16,1722,437,550.0,1
2531,1,0,2.9,62,30,65,1621,550,650.0,1
2534,1,0,2.6,157,30,13,1724,347,450.0,1
2540,0,0,3.7,168,30,13,1346,438,400.0,1
2542,1,0,4.6,143,42,29,462,936,500.0,2
2543,1,0,3.9,627,1,29,4421,929,450.0,2
2545,1,0,4.1,414,30,62,565,331,500.0,2
2546,1,0,4.2,95,30,11,5164,215,400.0,2
2547,1,0,4.4,4884,30,20,1250,1409,750.0,2
2548,1,0,4.0,771,1,20,3472,1599,450.0,2
2549,1,0,4.2,64,4,62,3899,1520,500.0,2
2550,1,0,4.1,233,4,62,897,1638,200.0,2
2551,1,0,3.8,505,1,62,553,323,450.0,2
2552,1,0,4.1,201,1,62,2808,1607,300.0,2
2553,1,0,4.0,774,42,20,1103,239,800.0,2
2554,1,0,3.7,125,28,62,3571,1184,250.0,2
2556,1,0,3.8,540,4,20,4287,1360,650.0,2
2557,1,0,3.7,176,4,62,1317,1517,600.0,2
2559,1,0,4.1,296,30,62,1679,1579,200.0,2
2560,1,0,3.6,91,28,72,4023,299,500.0,2
2561,1,0,3.8,133,4,62,1810,1646,200.0,2
2562,1,1,4.2,354,1,20,4769,151,800.0,2
2563,1,0,3.6,518,28,20,1688,1599,400.0,2
2564,1,0,4.3,792,30,62,5216,84,300.0,2
2568,1,0,4.2,504,1,13,5182,486,550.0,2
2569,1,0,4.1,1720,4,62,2269,1362,400.0,2
